R111747,-0.038954854011535645,-0.018395211547613144,-0.024358291178941727,-0.0286115650087595,-0.040829990059137344,-0.05761566013097763,-0.10711754858493805,-0.2094276398420334,-0.2193678915500641,-0.19678552448749542,0.010617268271744251
R114041,-0.03867045417428017,-0.01815125346183777,-0.023888472467660904,-0.026337334886193275,-0.03707116097211838,-0.05163289234042168,-0.10925324261188507,-0.2066686451435089,-0.22038765251636505,-0.19936388731002808,0.06659728288650513
R121563,-0.03905801847577095,-0.01898590661585331,-0.02759958803653717,-0.0317288301885128,-0.041756052523851395,-0.05731181427836418,-0.11019422858953476,-0.2126319855451584,-0.21963238716125488,-0.20154376327991486,-0.007235480938106775
R121767,-0.0378190241754055,-0.01821906864643097,-0.02496119774878025,-0.028748398646712303,-0.038824550807476044,-0.055014364421367645,-0.10949928313493729,-0.2050452083349228,-0.21548372507095337,-0.19381392002105713,0.01026974432170391
R126116,-0.039176538586616516,-0.018987230956554413,-0.026051221415400505,-0.029561150819063187,-0.03912028297781944,-0.05445826053619385,-0.10920245200395584,-0.2039259970188141,-0.2114773839712143,-0.19687297940254211,0.05274708941578865
R126988,-0.039732836186885834,-0.01866840198636055,-0.026825258508324623,-0.029322413727641106,-0.03914463892579079,-0.05529482662677765,-0.1082526445388794,-0.21489207446575165,-0.21523800492286682,-0.18246570229530334,0.02225753292441368
R127293,-0.038533926010131836,-0.019648369401693344,-0.02711563929915428,-0.02978968247771263,-0.044391050934791565,-0.057390645146369934,-0.11244168877601624,-0.2274564504623413,-0.22260715067386627,-0.22083081305027008,-0.19700494408607483
R132064,-0.03876698389649391,-0.017062311992049217,-0.021866891533136368,-0.024551182985305786,-0.03565225377678871,-0.0538669191300869,-0.11149227619171143,-0.21859118342399597,-0.22872203588485718,-0.20106405019760132,-0.0003784382715821266
R132516,-0.03949011117219925,-0.02019919455051422,-0.027537178248167038,-0.0316355898976326,-0.04049922153353691,-0.04870195314288139,-0.1064179390668869,-0.21121662855148315,-0.1942927986383438,-0.19202974438667297,-0.04492584988474846
R133122,-0.03842145577073097,-0.01865866594016552,-0.024930402636528015,-0.02709304541349411,-0.03724202513694763,-0.05398833006620407,-0.11590410023927689,-0.21393601596355438,-0.22590279579162598,-0.20454846322536469,0.013482064940035343
R134059,-0.0393960177898407,-0.01898554153740406,-0.025181347504258156,-0.027814485132694244,-0.037356019020080566,-0.051832810044288635,-0.10180407017469406,-0.21744032204151154,-0.22288480401039124,-0.20321884751319885,-0.011290562339127064
R134242,-0.03874775767326355,-0.017964523285627365,-0.02286737971007824,-0.024410806596279144,-0.03523680567741394,-0.05148591473698616,-0.1165977343916893,-0.22286120057106018,-0.23292934894561768,-0.21090883016586304,-0.012336093932390213
R141157,-0.03821089491248131,-0.018925832584500313,-0.025684986263513565,-0.027365034446120262,-0.03730667755007744,-0.05277298390865326,-0.11830098181962967,-0.21068024635314941,-0.21905213594436646,-0.19798387587070465,-0.02154810167849064
R142077,-0.03814465552568436,-0.02071283757686615,-0.0272375401109457,-0.029432568699121475,-0.04172884672880173,-0.055448733270168304,-0.11887301504611969,-0.22929581999778748,-0.2307085394859314,-0.21418391168117523,-0.006389702670276165
R143253,-0.038064323365688324,-0.018558841198682785,-0.02588622272014618,-0.029093801975250244,-0.040070317685604095,-0.05840858072042465,-0.11616422981023788,-0.2084205597639084,-0.2122599333524704,-0.18634149432182312,0.06133083626627922
R143897,-0.039402350783348083,-0.01799006387591362,-0.024146022275090218,-0.026120536029338837,-0.03910920396447182,-0.05351516976952553,-0.10329417139291763,-0.20836439728736877,-0.20438195765018463,-0.18389593064785004,-0.013561995700001717
R148605,-0.039694689214229584,-0.01916639506816864,-0.025893643498420715,-0.028402727097272873,-0.03656843677163124,-0.05193145200610161,-0.10852041840553284,-0.20896507799625397,-0.2146453708410263,-0.18894797563552856,0.03927093744277954
R148857,-0.039710547775030136,-0.01909945160150528,-0.026182951405644417,-0.028726527467370033,-0.03693708777427673,-0.053029775619506836,-0.11269514262676239,-0.21106892824172974,-0.21464453637599945,-0.19247351586818695,0.020569805055856705
R151353,-0.03936462849378586,-0.020109862089157104,-0.028156425803899765,-0.031221402809023857,-0.04065433517098427,-0.055417947471141815,-0.10161027312278748,-0.19437940418720245,-0.1978445053100586,-0.1806471049785614,0.021013913676142693
R154585,-0.03909720107913017,-0.020923353731632233,-0.029035642743110657,-0.03278364986181259,-0.042724668979644775,-0.05975668132305145,-0.116639643907547,-0.2220710813999176,-0.22447285056114197,-0.2136293649673462,-0.09088537096977234
R158869,-0.038650717586278915,-0.01867675594985485,-0.02686024084687233,-0.030406972393393517,-0.04156447947025299,-0.05800801143050194,-0.11576122790575027,-0.22058647871017456,-0.22206734120845795,-0.21202462911605835,-0.05539606511592865
R166233,-0.039302464574575424,-0.020872576162219048,-0.027646800503134727,-0.03006276674568653,-0.03946073725819588,-0.054899606853723526,-0.11242607235908508,-0.21519999206066132,-0.21920958161354065,-0.1958617866039276,-0.10702498257160187
R180341,-0.03777196630835533,-0.022973746061325073,-0.030680101364850998,-0.03475819155573845,-0.046024661511182785,-0.06264060735702515,-0.11244945228099823,-0.2252640575170517,-0.2398921549320221,-0.22784923017024994,-0.16747263073921204
R182601,-0.037847984582185745,-0.018270058557391167,-0.025200696662068367,-0.028416205197572708,-0.03970390930771828,-0.05571191757917404,-0.0962919220328331,-0.19502142071723938,-0.21266630291938782,-0.18161559104919434,0.014398952946066856
R183630,-0.03957783430814743,-0.01933155208826065,-0.025020645931363106,-0.02757144533097744,-0.0398932546377182,-0.05467589199542999,-0.10624479502439499,-0.2148626744747162,-0.21952548623085022,-0.20648907124996185,-0.06423206627368927
R186162,-0.03895305469632149,-0.018325934186577797,-0.0226368997246027,-0.024422669783234596,-0.032819394022226334,-0.047531791031360626,-0.10425302386283875,-0.2056637704372406,-0.21476343274116516,-0.20260392129421234,0.03416484594345093
R186805,-0.03923629969358444,-0.022090839222073555,-0.030362773686647415,-0.033545274287462234,-0.04763494431972504,-0.055077847093343735,-0.1054610162973404,-0.2179870754480362,-0.20075590908527374,-0.20330731570720673,-0.18369236588478088
R188101,-0.037077195942401886,-0.01923995092511177,-0.026752393692731857,-0.02930407039821148,-0.04069582745432854,-0.05605312064290047,-0.12002052366733551,-0.22181817889213562,-0.23292434215545654,-0.23490236699581146,-0.04785499721765518
R1932725,-0.039762429893016815,-0.023132702335715294,-0.03105030581355095,-0.03384668752551079,-0.04279525205492973,-0.06487824767827988,-0.12156613916158676,-0.21266338229179382,-0.21635019779205322,-0.181125208735466,0.015466069802641869
R1933196,-0.03933290019631386,-0.019746141508221626,-0.02705310471355915,-0.029966969043016434,-0.040676526725292206,-0.05386597290635109,-0.1092451736330986,-0.2143445461988449,-0.21454480290412903,-0.2006622701883316,-0.029313743114471436
R1933980,-0.039924006909132004,-0.01841418445110321,-0.026461636647582054,-0.03018156811594963,-0.039650026708841324,-0.05499086529016495,-0.11033077538013458,-0.21495626866817474,-0.22434575855731964,-0.2043124884366989,0.022253116592764854
R1939148,-0.03958255797624588,-0.018651077523827553,-0.02481723017990589,-0.02720748633146286,-0.037346046417951584,-0.05429038405418396,-0.11407126486301422,-0.2168015092611313,-0.2209787219762802,-0.1896822601556778,-0.005723421927541494
R1943486,-0.04018047824501991,-0.020087653771042824,-0.026283524930477142,-0.02754797227680683,-0.0351511612534523,-0.049651358276605606,-0.09863244742155075,-0.20655207335948944,-0.20143401622772217,-0.19553875923156738,-0.08399195224046707
R1953659,-0.03945847600698471,-0.018923696130514145,-0.025197386741638184,-0.02749188430607319,-0.03690769150853157,-0.051305823028087616,-0.11042410880327225,-0.20744548738002777,-0.21255572140216827,-0.18509842455387115,0.03048119880259037
